customer_id,survey_year,customer_segment,in_out_state,responded
SYN000177,FY25,Prior Responders,In-State,0
SYN000178,FY25,Prior Responders,In-State,1
SYN000179,FY25,Prior Responders,In-State,0
SYN000180,FY25,Prior Responders,In-State,1
SYN000181,FY25,Prior Responders,In-State,1
SYN000182,FY25,Prior Responders,In-State,1
SYN000183,FY25,Prior Responders,In-State,0
SYN000184,FY25,Prior Responders,In-State,0
SYN000185,FY25,Prior Responders,In-State,1
SYN000186,FY25,Prior Responders,In-State,1
SYN000187,FY25,Prior Responders,In-State,0
SYN000188,FY25,Prior Responders,In-State,1
SYN000189,FY25,Prior Responders,In-State,1
SYN000190,FY25,Prior Responders,In-State,1
SYN000191,FY25,Prior Responders,In-State,1
SYN000192,FY25,Prior Responders,In-State,0
SYN000193,FY25,Prior Responders,In-State,0
SYN000194,FY25,Prior Responders,In-State,1
SYN000195,FY25,Prior Responders,In-State,1
SYN000196,FY25,Prior Responders,In-State,1
SYN000197,FY25,Prior Responders,In-State,0
SYN000198,FY25,Prior Responders,In-State,0
SYN000199,FY25,Prior Responders,In-State,0
SYN000200,FY25,Prior Responders,In-State,0
SYN000201,FY25,Prior Responders,In-State,1
SYN000202,FY25,Prior Responders,In-State,1
SYN000203,FY25,Prior Responders,In-State,1
SYN000204,FY25,Prior Responders,In-State,0
SYN000205,FY25,Prior Responders,In-State,1
SYN000206,FY25,Prior Responders,In-State,1
SYN000207,FY25,Prior Responders,In-State,1
SYN000208,FY25,Prior Responders,In-State,0
SYN000209,FY25,Prior Responders,In-State,1
SYN000210,FY25,Prior Responders,In-State,1
SYN000211,FY25,Prior Responders,In-State,1
SYN000212,FY25,Prior Responders,In-State,0
SYN000213,FY25,Prior Responders,In-State,1
SYN000214,FY25,Prior Responders,In-State,1
SYN000215,FY25,Prior Responders,In-State,0
SYN000216,FY25,Prior Responders,In-State,1
SYN000217,FY25,Prior Responders,In-State,1
SYN000218,FY25,Prior Responders,In-State,0
SYN000219,FY25,Prior Responders,In-State,1
SYN000220,FY25,Prior Responders,In-State,0
SYN000221,FY25,Prior Responders,In-State,1
SYN000222,FY25,Prior Responders,In-State,1
SYN000223,FY25,Prior Responders,In-State,1
SYN000224,FY25,Prior Responders,In-State,1
SYN000225,FY25,Prior Responders,In-State,1
SYN000226,FY25,Prior Responders,In-State,1
SYN000227,FY25,Prior Responders,In-State,0
SYN000228,FY25,Prior Responders,In-State,1
SYN000229,FY25,Prior Responders,In-State,0
SYN000230,FY25,Prior Responders,In-State,1
SYN000231,FY25,Prior Responders,In-State,0
SYN000232,FY25,Prior Responders,In-State,1
SYN000233,FY25,Prior Responders,In-State,1
SYN000234,FY25,Prior Responders,In-State,1
SYN000235,FY25,Prior Responders,In-State,1
SYN000236,FY25,Prior Responders,In-State,0
SYN000237,FY25,Prior Responders,In-State,1
SYN000238,FY25,Prior Responders,In-State,1
SYN000239,FY25,Prior Responders,In-State,1
SYN000240,FY25,Prior Responders,In-State,1
SYN000241,FY25,Prior Responders,In-State,0
SYN000242,FY25,Prior Responders,In-State,0
SYN000243,FY25,Prior Responders,In-State,0
SYN000244,FY25,Prior Responders,In-State,1
SYN000245,FY25,Prior Responders,In-State,1
SYN000246,FY25,Prior Responders,In-State,0
SYN000247,FY25,Prior Responders,In-State,1
SYN000248,FY25,Prior Responders,In-State,0
SYN000249,FY25,Prior Responders,In-State,0
SYN000250,FY25,Prior Responders,In-State,0
SYN000251,FY25,Prior Responders,In-State,1
SYN000252,FY25,Prior Responders,In-State,1
SYN000253,FY25,Prior Responders,In-State,0
SYN000254,FY25,Prior Responders,In-State,1
SYN000255,FY25,Prior Responders,In-State,1
SYN000256,FY25,Prior Responders,In-State,1
SYN000257,FY25,Prior Responders,In-State,0
SYN000258,FY25,Prior Responders,In-State,0
SYN000259,FY25,Prior Responders,In-State,1
SYN000260,FY25,Prior Responders,In-State,1
SYN000261,FY25,Prior Responders,In-State,1
SYN000262,FY25,Prior Responders,In-State,0
SYN000263,FY25,Prior Responders,In-State,1
SYN000264,FY25,Prior Responders,In-State,1
SYN000265,FY25,Prior Responders,In-State,0
SYN000266,FY25,Prior Responders,In-State,0
SYN000267,FY25,Prior Responders,In-State,0
SYN000268,FY25,Prior Responders,In-State,0
SYN000269,FY25,Prior Responders,In-State,1
SYN000270,FY25,Prior Responders,In-State,1
SYN000271,FY25,Prior Responders,In-State,0
SYN000272,FY25,Prior Responders,In-State,0
SYN000273,FY25,Prior Responders,In-State,0
SYN000274,FY25,Prior Responders,In-State,0
SYN000275,FY25,Prior Responders,In-State,1
SYN000276,FY25,Prior Responders,In-State,1
SYN000277,FY25,Prior Responders,In-State,0
SYN000278,FY25,Prior Responders,In-State,1
SYN000279,FY25,Prior Responders,In-State,0
SYN000280,FY25,Prior Responders,In-State,0
SYN000281,FY25,Prior Responders,In-State,0
SYN000282,FY25,Prior Responders,In-State,1
SYN000283,FY25,Prior Responders,In-State,1
SYN000284,FY25,Prior Responders,In-State,1
SYN000285,FY25,Prior Responders,In-State,1
SYN000286,FY25,Prior Responders,In-State,1
SYN000287,FY25,Prior Responders,In-State,1
SYN000288,FY25,Prior Responders,In-State,1
SYN000289,FY25,Prior Responders,In-State,1
SYN000290,FY25,Prior Responders,In-State,1
SYN000291,FY25,Prior Responders,In-State,1
SYN000292,FY25,Prior Responders,In-State,1
SYN000293,FY25,Prior Responders,In-State,0
SYN000294,FY25,Prior Responders,In-State,1
SYN000295,FY25,Prior Responders,In-State,1
SYN000296,FY25,Prior Responders,In-State,1
SYN000297,FY25,Prior Responders,In-State,0
SYN000298,FY25,Prior Responders,In-State,1
SYN000299,FY25,Prior Responders,In-State,1
SYN000300,FY25,Prior Responders,In-State,1
SYN000301,FY25,Prior Responders,In-State,1
SYN000302,FY25,Prior Responders,In-State,1
SYN000303,FY25,Prior Responders,In-State,1
SYN000304,FY25,Prior Responders,In-State,1
SYN000305,FY25,Prior Responders,In-State,0
SYN000306,FY25,Prior Responders,In-State,0
SYN000307,FY25,Prior Responders,In-State,1
SYN000308,FY25,Prior Responders,In-State,1
SYN000309,FY25,Prior Responders,In-State,0
SYN000310,FY25,Prior Responders,In-State,1
SYN000311,FY25,Prior Responders,In-State,1
SYN000312,FY25,Prior Responders,In-State,1
SYN000313,FY25,Prior Responders,In-State,1
SYN000314,FY25,Prior Responders,In-State,0
SYN000315,FY25,Prior Responders,In-State,0
SYN000316,FY25,Prior Responders,In-State,0
SYN000317,FY25,Prior Responders,In-State,1
SYN000318,FY25,Prior Responders,In-State,1
SYN000319,FY25,Prior Responders,In-State,1
SYN000320,FY25,Prior Responders,In-State,1
SYN000321,FY25,Prior Responders,In-State,1
SYN000322,FY25,Prior Responders,In-State,0
SYN000323,FY25,Prior Responders,In-State,0
SYN000324,FY25,Prior Responders,In-State,1
SYN000325,FY25,Prior Responders,In-State,0
SYN000326,FY25,Prior Responders,In-State,0
SYN000327,FY25,Prior Responders,In-State,1
SYN000328,FY25,Prior Responders,In-State,1
SYN000329,FY25,Prior Responders,In-State,1
SYN000330,FY25,Prior Responders,In-State,1
SYN000331,FY25,Prior Responders,In-State,1
SYN000332,FY25,Prior Responders,In-State,0
SYN000333,FY25,Prior Responders,In-State,1
SYN000334,FY25,Prior Responders,In-State,1
SYN000335,FY25,Prior Responders,In-State,1
SYN000336,FY25,Prior Responders,In-State,1
SYN000337,FY25,Prior Responders,In-State,0
SYN000338,FY25,Prior Responders,In-State,0
SYN000339,FY25,Prior Responders,In-State,1
SYN000340,FY25,Prior Responders,In-State,1
SYN000341,FY25,Prior Responders,In-State,1
SYN000342,FY25,Prior Responders,In-State,1
SYN000343,FY25,Prior Responders,In-State,1
SYN000344,FY25,Prior Responders,In-State,1
SYN000345,FY25,Prior Responders,In-State,1
SYN000346,FY25,Prior Responders,In-State,1
SYN000347,FY25,Prior Responders,In-State,1
SYN000348,FY25,Prior Responders,In-State,1
SYN000349,FY25,Prior Responders,In-State,1
SYN000350,FY25,Prior Responders,In-State,1
SYN000351,FY25,Prior Responders,In-State,1
SYN000352,FY25,Prior Responders,In-State,0
SYN000353,FY25,Prior Responders,In-State,1
SYN000354,FY25,Prior Responders,In-State,1
SYN000355,FY25,Prior Responders,In-State,1
SYN000356,FY25,Prior Responders,In-State,1
SYN000357,FY25,Prior Responders,In-State,1
SYN000358,FY25,Prior Responders,In-State,1
SYN000359,FY25,Prior Responders,In-State,0
SYN000360,FY25,Prior Responders,In-State,1
SYN000361,FY25,Prior Responders,Out-of-State,1
SYN000362,FY25,Prior Responders,Out-of-State,1
SYN000363,FY25,Prior Responders,Out-of-State,1
SYN000364,FY25,Prior Responders,Out-of-State,1
SYN000365,FY25,Prior Responders,Out-of-State,0
SYN000366,FY25,Prior Responders,Out-of-State,1
SYN000367,FY25,Prior Responders,Out-of-State,0
SYN000368,FY25,Prior Responders,Out-of-State,0
SYN000369,FY25,Prior Responders,Out-of-State,1
SYN000370,FY25,Prior Responders,Out-of-State,1
SYN000371,FY25,Prior Responders,Out-of-State,1
SYN000372,FY25,Prior Responders,Out-of-State,1
SYN000373,FY25,Prior Responders,Out-of-State,1
SYN000374,FY25,Prior Responders,Out-of-State,1
SYN000375,FY25,Prior Responders,Out-of-State,1
SYN000376,FY25,Prior Responders,Out-of-State,1
SYN000377,FY25,Prior Responders,Out-of-State,1
SYN000378,FY25,Prior Responders,Out-of-State,1
SYN000379,FY25,Prior Responders,Out-of-State,1
SYN000380,FY25,Prior Responders,Out-of-State,1
SYN000381,FY25,Prior Responders,Out-of-State,1
SYN000382,FY25,Prior Responders,Out-of-State,1
SYN000383,FY25,Prior Responders,Out-of-State,1
SYN000384,FY25,Prior Responders,Out-of-State,0
SYN000385,FY25,Prior Responders,Out-of-State,1
SYN000386,FY25,Prior Responders,Out-of-State,1
SYN000387,FY25,Prior Responders,Out-of-State,1
SYN000388,FY25,Prior Responders,Out-of-State,1
SYN000389,FY25,Prior Responders,Out-of-State,1
SYN000390,FY25,Prior Responders,Out-of-State,1
SYN000391,FY25,Prior Responders,Out-of-State,0
SYN000392,FY25,Prior Responders,Out-of-State,1
SYN000393,FY25,Prior Responders,Out-of-State,1
SYN000394,FY25,Prior Responders,Out-of-State,1
SYN000395,FY25,Prior Responders,Out-of-State,1
SYN000396,FY25,Prior Responders,Out-of-State,0
SYN000397,FY25,Prior Responders,Out-of-State,1
SYN000398,FY25,Prior Responders,Out-of-State,1
SYN000399,FY25,Prior Responders,Out-of-State,1
SYN000400,FY25,Prior Responders,Out-of-State,1
SYN000401,FY25,New Customers,In-State,0
SYN000402,FY25,New Customers,In-State,1
SYN000403,FY25,New Customers,In-State,0
SYN000404,FY25,New Customers,In-State,1
SYN000405,FY25,New Customers,In-State,0
SYN000406,FY25,New Customers,In-State,1
SYN000407,FY25,New Customers,In-State,0
SYN000408,FY25,New Customers,In-State,0
SYN000409,FY25,New Customers,In-State,1
SYN000410,FY25,New Customers,In-State,0
SYN000411,FY25,New Customers,In-State,0
SYN000412,FY25,New Customers,In-State,1
SYN000413,FY25,New Customers,In-State,1
SYN000414,FY25,New Customers,In-State,0
SYN000415,FY25,New Customers,In-State,0
SYN000416,FY25,New Customers,In-State,0
SYN000417,FY25,New Customers,In-State,0
SYN000418,FY25,New Customers,In-State,0
SYN000419,FY25,New Customers,In-State,1
SYN000420,FY25,New Customers,In-State,1
SYN000421,FY25,New Customers,In-State,1
SYN000422,FY25,New Customers,In-State,1
SYN000423,FY25,New Customers,In-State,0
SYN000424,FY25,New Customers,In-State,0
SYN000425,FY25,New Customers,In-State,0
SYN000426,FY25,New Customers,In-State,0
SYN000427,FY25,New Customers,In-State,0
SYN000428,FY25,New Customers,In-State,1
SYN000429,FY25,New Customers,In-State,0
SYN000430,FY25,New Customers,In-State,0
SYN000431,FY25,New Customers,In-State,0
SYN000432,FY25,New Customers,In-State,1
SYN000433,FY25,New Customers,In-State,0
SYN000434,FY25,New Customers,In-State,0
SYN000435,FY25,New Customers,In-State,0
SYN000436,FY25,New Customers,In-State,1
SYN000437,FY25,New Customers,In-State,0
SYN000438,FY25,New Customers,In-State,1
SYN000439,FY25,New Customers,In-State,1
SYN000440,FY25,New Customers,In-State,0
SYN000441,FY25,New Customers,In-State,0
SYN000442,FY25,New Customers,In-State,1
SYN000443,FY25,New Customers,In-State,0
SYN000444,FY25,New Customers,In-State,0
SYN000445,FY25,New Customers,In-State,1
SYN000446,FY25,New Customers,In-State,1
SYN000447,FY25,New Customers,In-State,1
SYN000448,FY25,New Customers,In-State,1
SYN000449,FY25,New Customers,In-State,0
SYN000450,FY25,New Customers,In-State,0
SYN000451,FY25,New Customers,In-State,1
SYN000452,FY25,New Customers,In-State,0
SYN000453,FY25,New Customers,In-State,0
SYN000454,FY25,New Customers,In-State,1
SYN000455,FY25,New Customers,In-State,0
SYN000456,FY25,New Customers,In-State,0
SYN000457,FY25,New Customers,In-State,0
SYN000458,FY25,New Customers,In-State,0
SYN000459,FY25,New Customers,In-State,0
SYN000460,FY25,New Customers,In-State,0
SYN000461,FY25,New Customers,In-State,0
SYN000462,FY25,New Customers,In-State,0
SYN000463,FY25,New Customers,In-State,1
SYN000464,FY25,New Customers,In-State,0
SYN000465,FY25,New Customers,In-State,1
SYN000466,FY25,New Customers,In-State,0
SYN000467,FY25,New Customers,In-State,0
SYN000468,FY25,New Customers,In-State,1
SYN000469,FY25,New Customers,In-State,0
SYN000470,FY25,New Customers,In-State,1
SYN000471,FY25,New Customers,In-State,0
SYN000472,FY25,New Customers,In-State,1
SYN000473,FY25,New Customers,In-State,0
SYN000474,FY25,New Customers,In-State,1
SYN000475,FY25,New Customers,In-State,0
SYN000476,FY25,New Customers,In-State,1
SYN000477,FY25,New Customers,In-State,0
SYN000478,FY25,New Customers,In-State,0
SYN000479,FY25,New Customers,In-State,1
SYN000480,FY25,New Customers,In-State,0
SYN000481,FY25,New Customers,In-State,0
SYN000482,FY25,New Customers,In-State,1
SYN000483,FY25,New Customers,In-State,0
SYN000484,FY25,New Customers,In-State,0
SYN000485,FY25,New Customers,In-State,0
SYN000486,FY25,New Customers,In-State,1
SYN000487,FY25,New Customers,In-State,0
SYN000488,FY25,New Customers,In-State,0
SYN000489,FY25,New Customers,In-State,1
SYN000490,FY25,New Customers,In-State,1
SYN000491,FY25,New Customers,In-State,0
SYN000492,FY25,New Customers,In-State,0
SYN000493,FY25,New Customers,In-State,0
SYN000494,FY25,New Customers,In-State,0
SYN000495,FY25,New Customers,In-State,0
SYN000496,FY25,New Customers,In-State,0
SYN000497,FY25,New Customers,In-State,0
SYN000498,FY25,New Customers,In-State,0
SYN000499,FY25,New Customers,In-State,1
SYN000500,FY25,New Customers,In-State,1
SYN000501,FY25,New Customers,In-State,1
SYN000502,FY25,New Customers,In-State,0
SYN000503,FY25,New Customers,In-State,0
SYN000504,FY25,New Customers,In-State,1
SYN000505,FY25,New Customers,In-State,1
SYN000506,FY25,New Customers,In-State,0
SYN000507,FY25,New Customers,In-State,1
SYN000508,FY25,New Customers,In-State,1
SYN000509,FY25,New Customers,In-State,1
SYN000510,FY25,New Customers,In-State,1
SYN000511,FY25,New Customers,In-State,0
SYN000512,FY25,New Customers,In-State,0
SYN000513,FY25,New Customers,In-State,1
SYN000514,FY25,New Customers,In-State,1
SYN000515,FY25,New Customers,In-State,0
SYN000516,FY25,New Customers,In-State,0
SYN000517,FY25,New Customers,In-State,0
SYN000518,FY25,New Customers,In-State,1
SYN000519,FY25,New Customers,In-State,1
SYN000520,FY25,New Customers,In-State,0
SYN000521,FY25,New Customers,In-State,0
SYN000522,FY25,New Customers,In-State,0
SYN000523,FY25,New Customers,In-State,1
SYN000524,FY25,New Customers,In-State,1
SYN000525,FY25,New Customers,In-State,1
SYN000526,FY25,New Customers,In-State,0
SYN000527,FY25,New Customers,In-State,0
SYN000528,FY25,New Customers,In-State,0
SYN000529,FY25,New Customers,In-State,0
SYN000530,FY25,New Customers,In-State,1
SYN000531,FY25,New Customers,In-State,1
SYN000532,FY25,New Customers,In-State,1
SYN000533,FY25,New Customers,In-State,1
SYN000534,FY25,New Customers,In-State,0
SYN000535,FY25,New Customers,In-State,1
SYN000536,FY25,New Customers,In-State,1
SYN000537,FY25,New Customers,In-State,1
SYN000538,FY25,New Customers,In-State,0
SYN000539,FY25,New Customers,In-State,0
SYN000540,FY25,New Customers,In-State,0
SYN000541,FY25,New Customers,In-State,1
SYN000542,FY25,New Customers,In-State,0
SYN000543,FY25,New Customers,In-State,0
SYN000544,FY25,New Customers,In-State,1
SYN000545,FY25,New Customers,In-State,0
SYN000546,FY25,New Customers,In-State,0
SYN000547,FY25,New Customers,In-State,0
SYN000548,FY25,New Customers,In-State,1
SYN000549,FY25,New Customers,In-State,0
SYN000550,FY25,New Customers,In-State,1
SYN000551,FY25,New Customers,In-State,0
SYN000552,FY25,New Customers,In-State,1
SYN000553,FY25,New Customers,In-State,0
SYN000554,FY25,New Customers,In-State,0
SYN000555,FY25,New Customers,In-State,1
SYN000556,FY25,New Customers,In-State,0
SYN000557,FY25,New Customers,In-State,0
SYN000558,FY25,New Customers,In-State,0
SYN000559,FY25,New Customers,In-State,1
SYN000560,FY25,New Customers,In-State,0
SYN000561,FY25,New Customers,In-State,1
SYN000562,FY25,New Customers,In-State,0
SYN000563,FY25,New Customers,In-State,0
SYN000564,FY25,New Customers,In-State,0
SYN000565,FY25,New Customers,In-State,0
SYN000566,FY25,New Customers,In-State,0
SYN000567,FY25,New Customers,In-State,0
SYN000568,FY25,New Customers,In-State,0
SYN000569,FY25,New Customers,In-State,1
SYN000570,FY25,New Customers,In-State,0
SYN000571,FY25,New Customers,In-State,0
SYN000572,FY25,New Customers,In-State,1
SYN000573,FY25,New Customers,In-State,0
SYN000574,FY25,New Customers,In-State,0
SYN000575,FY25,New Customers,In-State,1
SYN000576,FY25,New Customers,In-State,1
SYN000577,FY25,New Customers,In-State,0
SYN000578,FY25,New Customers,In-State,1
SYN000579,FY25,New Customers,In-State,0
SYN000580,FY25,New Customers,In-State,0
SYN000581,FY25,New Customers,Out-of-State,1
SYN000582,FY25,New Customers,Out-of-State,0
SYN000583,FY25,New Customers,Out-of-State,1
SYN000584,FY25,New Customers,Out-of-State,1
SYN000585,FY25,New Customers,Out-of-State,0
SYN000586,FY25,New Customers,Out-of-State,1
SYN000587,FY25,New Customers,Out-of-State,1
SYN000588,FY25,New Customers,Out-of-State,1
SYN000589,FY25,New Customers,Out-of-State,1
SYN000590,FY25,New Customers,Out-of-State,1
SYN000591,FY25,New Customers,Out-of-State,1
SYN000592,FY25,New Customers,Out-of-State,0
SYN000593,FY25,New Customers,Out-of-State,1
SYN000594,FY25,New Customers,Out-of-State,1
SYN000595,FY25,New Customers,Out-of-State,0
SYN000596,FY25,New Customers,Out-of-State,1
SYN000597,FY25,New Customers,Out-of-State,0
SYN000598,FY25,New Customers,Out-of-State,1
SYN000599,FY25,New Customers,Out-of-State,1
SYN000600,FY25,New Customers,Out-of-State,1
SYN000601,FY26,Silent Customers,In-State,0
SYN000602,FY26,Silent Customers,In-State,0
SYN000603,FY26,Silent Customers,In-State,0
SYN000604,FY26,Silent Customers,In-State,0
SYN000605,FY26,Silent Customers,In-State,0
SYN000606,FY26,Silent Customers,In-State,0
SYN000607,FY26,Silent Customers,In-State,0
SYN000608,FY26,Silent Customers,In-State,0
SYN000609,FY26,Silent Customers,In-State,0
SYN000610,FY26,Silent Customers,In-State,0
SYN000611,FY26,Silent Customers,In-State,0
SYN000612,FY26,Silent Customers,In-State,1
