customer_id,survey_year,customer_segment,in_out_state,responded
C000096,FY25,Silent Customers,In-State,0
C000097,FY25,Silent Customers,In-State,0
C000098,FY25,Silent Customers,In-State,1
C000099,FY25,Silent Customers,In-State,0
C000100,FY25,Silent Customers,In-State,1
C000101,FY25,Silent Customers,In-State,0
C000102,FY25,Silent Customers,In-State,1
C000103,FY25,Silent Customers,In-State,1
C000104,FY25,Silent Customers,In-State,1
C000105,FY25,Silent Customers,In-State,0
C000106,FY25,Silent Customers,In-State,0
C000107,FY25,Silent Customers,In-State,0
C000108,FY25,Silent Customers,In-State,0
C000109,FY25,Silent Customers,In-State,0
C000110,FY25,Silent Customers,In-State,0
C000111,FY25,Silent Customers,In-State,0
C000112,FY25,Silent Customers,In-State,0
C000113,FY25,Silent Customers,In-State,1
C000114,FY25,Silent Customers,In-State,0
C000115,FY25,Silent Customers,In-State,0
C000116,FY25,Silent Customers,In-State,0
C000117,FY25,Silent Customers,In-State,1
C000118,FY25,Silent Customers,In-State,0
C000119,FY25,Silent Customers,In-State,0
C000120,FY25,Silent Customers,In-State,0
C000121,FY25,Silent Customers,Out-of-State,0
C000122,FY25,Silent Customers,Out-of-State,1
C000123,FY25,Silent Customers,Out-of-State,0
C000124,FY25,Silent Customers,Out-of-State,0
C000125,FY25,Silent Customers,Out-of-State,1
C000126,FY25,Silent Customers,Out-of-State,0
C000127,FY25,Silent Customers,Out-of-State,0
C000128,FY25,Silent Customers,Out-of-State,0
C000129,FY25,Silent Customers,Out-of-State,1
C000130,FY25,Silent Customers,Out-of-State,0
C000131,FY25,Silent Customers,Out-of-State,0
C000132,FY25,Silent Customers,Out-of-State,0
C000133,FY25,Silent Customers,Out-of-State,0
C000134,FY25,Silent Customers,Out-of-State,0
C000135,FY25,Silent Customers,Out-of-State,1
C000136,FY25,Silent Customers,Out-of-State,1
C000137,FY25,Silent Customers,Out-of-State,0
C000138,FY25,Silent Customers,Out-of-State,0
C000139,FY25,Silent Customers,Out-of-State,1
C000140,FY25,Silent Customers,Out-of-State,1
C000141,FY25,Silent Customers,Out-of-State,0
C000142,FY25,Silent Customers,Out-of-State,1
C000143,FY25,Silent Customers,Out-of-State,1
C000144,FY25,Silent Customers,Out-of-State,1
C000145,FY25,Silent Customers,Out-of-State,1
C000146,FY25,Silent Customers,Out-of-State,0
C000147,FY25,Silent Customers,Out-of-State,0
C000148,FY25,Silent Customers,Out-of-State,1
C000149,FY25,Silent Customers,Out-of-State,0
C000150,FY25,Silent Customers,Out-of-State,1
C000151,FY25,Prior Responders,In-State,1
C000152,FY25,Prior Responders,In-State,1
C000153,FY25,Prior Responders,In-State,1
C000154,FY25,Prior Responders,In-State,0
C000155,FY25,Prior Responders,In-State,1
C000156,FY25,Prior Responders,In-State,0
C000157,FY25,Prior Responders,In-State,1
C000158,FY25,Prior Responders,In-State,0
C000159,FY25,Prior Responders,In-State,1
C000160,FY25,Prior Responders,In-State,0
C000161,FY25,Prior Responders,In-State,1
C000162,FY25,Prior Responders,In-State,1
C000163,FY25,Prior Responders,In-State,0
C000164,FY25,Prior Responders,In-State,1
C000165,FY25,Prior Responders,In-State,0
C000166,FY25,Prior Responders,In-State,1
C000167,FY25,Prior Responders,In-State,1
C000168,FY25,Prior Responders,In-State,0
C000169,FY25,Prior Responders,In-State,1
C000170,FY25,Prior Responders,In-State,0
C000171,FY25,Prior Responders,In-State,1
C000172,FY25,Prior Responders,In-State,1
C000173,FY25,Prior Responders,In-State,0
C000174,FY25,Prior Responders,In-State,0
C000175,FY25,Prior Responders,In-State,1
C000176,FY25,Prior Responders,In-State,1
C000177,FY25,Prior Responders,In-State,0
C000178,FY25,Prior Responders,In-State,1
C000179,FY25,Prior Responders,In-State,0
C000180,FY25,Prior Responders,In-State,1
C000181,FY25,Prior Responders,In-State,0
C000182,FY25,Prior Responders,In-State,1
C000183,FY25,Prior Responders,In-State,1
C000184,FY25,Prior Responders,In-State,1
C000185,FY25,Prior Responders,In-State,1
C000186,FY25,Prior Responders,In-State,0
C000187,FY25,Prior Responders,In-State,0
C000188,FY25,Prior Responders,In-State,1
C000189,FY25,Prior Responders,In-State,1
C000190,FY25,Prior Responders,In-State,1
C000191,FY25,Prior Responders,In-State,1
C000192,FY25,Prior Responders,In-State,1
C000193,FY25,Prior Responders,In-State,0
C000194,FY25,Prior Responders,In-State,0
C000195,FY25,Prior Responders,In-State,1
C000196,FY25,Prior Responders,In-State,1
C000197,FY25,Prior Responders,In-State,0
C000198,FY25,Prior Responders,In-State,1
C000199,FY25,Prior Responders,In-State,1
C000200,FY25,Prior Responders,In-State,1
C000201,FY25,Prior Responders,In-State,1
C000202,FY25,Prior Responders,In-State,1
C000203,FY25,Prior Responders,In-State,0
C000204,FY25,Prior Responders,In-State,1
C000205,FY25,Prior Responders,In-State,1
C000206,FY25,Prior Responders,In-State,0
C000207,FY25,Prior Responders,In-State,1
C000208,FY25,Prior Responders,In-State,1
C000209,FY25,Prior Responders,In-State,0
C000210,FY25,Prior Responders,In-State,0
C000211,FY25,Prior Responders,In-State,1
C000212,FY25,Prior Responders,In-State,1
C000213,FY25,Prior Responders,In-State,1
C000214,FY25,Prior Responders,In-State,1
C000215,FY25,Prior Responders,In-State,1
C000216,FY25,Prior Responders,In-State,1
C000217,FY25,Prior Responders,In-State,1
C000218,FY25,Prior Responders,In-State,1
C000219,FY25,Prior Responders,In-State,1
C000220,FY25,Prior Responders,In-State,0
C000221,FY25,Prior Responders,In-State,1
C000222,FY25,Prior Responders,In-State,1
C000223,FY25,Prior Responders,In-State,1
C000224,FY25,Prior Responders,In-State,1
C000225,FY25,Prior Responders,In-State,1
C000226,FY25,Prior Responders,In-State,0
C000227,FY25,Prior Responders,In-State,1
C000228,FY25,Prior Responders,In-State,1
C000229,FY25,Prior Responders,In-State,0
C000230,FY25,Prior Responders,In-State,1
C000231,FY25,Prior Responders,In-State,1
C000232,FY25,Prior Responders,In-State,0
C000233,FY25,Prior Responders,In-State,0
C000234,FY25,Prior Responders,In-State,1
C000235,FY25,Prior Responders,In-State,0
C000236,FY25,Prior Responders,In-State,1
C000237,FY25,Prior Responders,In-State,1
C000238,FY25,Prior Responders,In-State,1
C000239,FY25,Prior Responders,In-State,0
C000240,FY25,Prior Responders,In-State,0
C000241,FY25,Prior Responders,In-State,1
C000242,FY25,Prior Responders,In-State,1
C000243,FY25,Prior Responders,In-State,0
C000244,FY25,Prior Responders,In-State,1
C000245,FY25,Prior Responders,In-State,1
C000246,FY25,Prior Responders,In-State,1
C000247,FY25,Prior Responders,In-State,1
C000248,FY25,Prior Responders,In-State,0
C000249,FY25,Prior Responders,In-State,1
C000250,FY25,Prior Responders,In-State,1
C000251,FY25,Prior Responders,In-State,1
C000252,FY25,Prior Responders,In-State,1
C000253,FY25,Prior Responders,In-State,1
C000254,FY25,Prior Responders,In-State,1
C000255,FY25,Prior Responders,In-State,0
C000256,FY25,Prior Responders,In-State,1
C000257,FY25,Prior Responders,In-State,1
C000258,FY25,Prior Responders,In-State,1
C000259,FY25,Prior Responders,In-State,1
C000260,FY25,Prior Responders,In-State,0
C000261,FY25,Prior Responders,In-State,1
C000262,FY25,Prior Responders,In-State,1
C000263,FY25,Prior Responders,In-State,1
C000264,FY25,Prior Responders,In-State,0
C000265,FY25,Prior Responders,In-State,0
C000266,FY25,Prior Responders,In-State,0
C000267,FY25,Prior Responders,In-State,1
C000268,FY25,Prior Responders,In-State,0
C000269,FY25,Prior Responders,In-State,1
C000270,FY25,Prior Responders,In-State,0
C000271,FY25,Prior Responders,In-State,1
C000272,FY25,Prior Responders,In-State,0
C000273,FY25,Prior Responders,In-State,0
C000274,FY25,Prior Responders,In-State,0
C000275,FY25,Prior Responders,In-State,1
C000276,FY25,Prior Responders,In-State,0
C000277,FY25,Prior Responders,In-State,1
C000278,FY25,Prior Responders,In-State,1
C000279,FY25,Prior Responders,In-State,1
C000280,FY25,Prior Responders,In-State,0
C000281,FY25,Prior Responders,In-State,1
C000282,FY25,Prior Responders,In-State,1
C000283,FY25,Prior Responders,In-State,0
C000284,FY25,Prior Responders,In-State,1
C000285,FY25,Prior Responders,In-State,1
C000286,FY25,Prior Responders,In-State,1
C000287,FY25,Prior Responders,In-State,1
C000288,FY25,Prior Responders,In-State,1
C000289,FY25,Prior Responders,In-State,1
C000290,FY25,Prior Responders,In-State,0
C000291,FY25,Prior Responders,In-State,1
C000292,FY25,Prior Responders,In-State,0
C000293,FY25,Prior Responders,In-State,1
C000294,FY25,Prior Responders,In-State,1
C000295,FY25,Prior Responders,In-State,0
C000296,FY25,Prior Responders,In-State,1
C000297,FY25,Prior Responders,In-State,0
C000298,FY25,Prior Responders,In-State,1
C000299,FY25,Prior Responders,In-State,0
C000300,FY25,Prior Responders,In-State,1
C000301,FY25,Prior Responders,In-State,0
C000302,FY25,Prior Responders,In-State,1
C000303,FY25,Prior Responders,In-State,1
C000304,FY25,Prior Responders,In-State,1
C000305,FY25,Prior Responders,In-State,1
C000306,FY25,Prior Responders,In-State,0
C000307,FY25,Prior Responders,In-State,0
C000308,FY25,Prior Responders,In-State,1
C000309,FY25,Prior Responders,In-State,0
C000310,FY25,Prior Responders,In-State,0
C000311,FY25,Prior Responders,In-State,1
C000312,FY25,Prior Responders,In-State,1
C000313,FY25,Prior Responders,In-State,0
C000314,FY25,Prior Responders,In-State,1
C000315,FY25,Prior Responders,In-State,0
C000316,FY25,Prior Responders,In-State,1
C000317,FY25,Prior Responders,In-State,0
C000318,FY25,Prior Responders,In-State,1
C000319,FY25,Prior Responders,In-State,1
C000320,FY25,Prior Responders,In-State,1
C000321,FY25,Prior Responders,In-State,0
C000322,FY25,Prior Responders,In-State,1
C000323,FY25,Prior Responders,In-State,1
C000324,FY25,Prior Responders,In-State,1
C000325,FY25,Prior Responders,In-State,1
C000326,FY25,Prior Responders,In-State,1
C000327,FY25,Prior Responders,In-State,1
C000328,FY25,Prior Responders,In-State,1
C000329,FY25,Prior Responders,In-State,1
C000330,FY25,Prior Responders,In-State,1
C000331,FY25,Prior Responders,In-State,1
C000332,FY25,Prior Responders,In-State,0
C000333,FY25,Prior Responders,In-State,0
C000334,FY25,Prior Responders,In-State,1
C000335,FY25,Prior Responders,In-State,0
C000336,FY25,Prior Responders,In-State,1
C000337,FY25,Prior Responders,In-State,1
C000338,FY25,Prior Responders,In-State,0
C000339,FY25,Prior Responders,In-State,1
C000340,FY25,Prior Responders,In-State,1
C000341,FY25,Prior Responders,In-State,1
C000342,FY25,Prior Responders,In-State,0
C000343,FY25,Prior Responders,In-State,1
C000344,FY25,Prior Responders,In-State,0
C000345,FY25,Prior Responders,In-State,1
C000346,FY25,Prior Responders,In-State,1
C000347,FY25,Prior Responders,In-State,1
C000348,FY25,Prior Responders,In-State,0
C000349,FY25,Prior Responders,In-State,0
C000350,FY25,Prior Responders,In-State,0
C000351,FY25,Prior Responders,In-State,1
C000352,FY25,Prior Responders,In-State,0
C000353,FY25,Prior Responders,In-State,1
C000354,FY25,Prior Responders,In-State,1
C000355,FY25,Prior Responders,In-State,1
C000356,FY25,Prior Responders,In-State,0
C000357,FY25,Prior Responders,In-State,0
C000358,FY25,Prior Responders,In-State,1
C000359,FY25,Prior Responders,In-State,1
C000360,FY25,Prior Responders,In-State,1
C000361,FY25,Prior Responders,Out-of-State,1
C000362,FY25,Prior Responders,Out-of-State,1
C000363,FY25,Prior Responders,Out-of-State,1
C000364,FY25,Prior Responders,Out-of-State,0
C000365,FY25,Prior Responders,Out-of-State,1
C000366,FY25,Prior Responders,Out-of-State,1
C000367,FY25,Prior Responders,Out-of-State,1
C000368,FY25,Prior Responders,Out-of-State,1
C000369,FY25,Prior Responders,Out-of-State,1
C000370,FY25,Prior Responders,Out-of-State,0
C000371,FY25,Prior Responders,Out-of-State,1
C000372,FY25,Prior Responders,Out-of-State,1
C000373,FY25,Prior Responders,Out-of-State,1
C000374,FY25,Prior Responders,Out-of-State,0
C000375,FY25,Prior Responders,Out-of-State,0
C000376,FY25,Prior Responders,Out-of-State,1
C000377,FY25,Prior Responders,Out-of-State,1
C000378,FY25,Prior Responders,Out-of-State,1
C000379,FY25,Prior Responders,Out-of-State,1
C000380,FY25,Prior Responders,Out-of-State,1
C000381,FY25,Prior Responders,Out-of-State,1
C000382,FY25,Prior Responders,Out-of-State,1
C000383,FY25,Prior Responders,Out-of-State,1
C000384,FY25,Prior Responders,Out-of-State,1
C000385,FY25,Prior Responders,Out-of-State,1
C000386,FY25,Prior Responders,Out-of-State,1
C000387,FY25,Prior Responders,Out-of-State,0
C000388,FY25,Prior Responders,Out-of-State,1
C000389,FY25,Prior Responders,Out-of-State,1
C000390,FY25,Prior Responders,Out-of-State,1
C000391,FY25,Prior Responders,Out-of-State,1
C000392,FY25,Prior Responders,Out-of-State,1
C000393,FY25,Prior Responders,Out-of-State,1
C000394,FY25,Prior Responders,Out-of-State,0
C000395,FY25,Prior Responders,Out-of-State,1
C000396,FY25,Prior Responders,Out-of-State,1
C000397,FY25,Prior Responders,Out-of-State,1
C000398,FY25,Prior Responders,Out-of-State,1
C000399,FY25,Prior Responders,Out-of-State,1
C000400,FY25,Prior Responders,Out-of-State,1
C000401,FY25,New Customers,In-State,0
C000402,FY25,New Customers,In-State,1
C000403,FY25,New Customers,In-State,0
C000404,FY25,New Customers,In-State,0
C000405,FY25,New Customers,In-State,0
C000406,FY25,New Customers,In-State,0
C000407,FY25,New Customers,In-State,0
C000408,FY25,New Customers,In-State,0
C000409,FY25,New Customers,In-State,0
C000410,FY25,New Customers,In-State,0
C000411,FY25,New Customers,In-State,1
C000412,FY25,New Customers,In-State,0
C000413,FY25,New Customers,In-State,0
C000414,FY25,New Customers,In-State,1
C000415,FY25,New Customers,In-State,1
C000416,FY25,New Customers,In-State,0
C000417,FY25,New Customers,In-State,1
C000418,FY25,New Customers,In-State,0
C000419,FY25,New Customers,In-State,0
C000420,FY25,New Customers,In-State,0
C000421,FY25,New Customers,In-State,1
C000422,FY25,New Customers,In-State,0
C000423,FY25,New Customers,In-State,1
C000424,FY25,New Customers,In-State,1
C000425,FY25,New Customers,In-State,0
C000426,FY25,New Customers,In-State,0
C000427,FY25,New Customers,In-State,1
C000428,FY25,New Customers,In-State,0
C000429,FY25,New Customers,In-State,0
C000430,FY25,New Customers,In-State,1
C000431,FY25,New Customers,In-State,0
C000432,FY25,New Customers,In-State,0
C000433,FY25,New Customers,In-State,0
C000434,FY25,New Customers,In-State,1
C000435,FY25,New Customers,In-State,0
C000436,FY25,New Customers,In-State,1
C000437,FY25,New Customers,In-State,1
C000438,FY25,New Customers,In-State,0
C000439,FY25,New Customers,In-State,1
C000440,FY25,New Customers,In-State,1
C000441,FY25,New Customers,In-State,1
C000442,FY25,New Customers,In-State,1
C000443,FY25,New Customers,In-State,0
C000444,FY25,New Customers,In-State,1
C000445,FY25,New Customers,In-State,1
C000446,FY25,New Customers,In-State,0
C000447,FY25,New Customers,In-State,1
C000448,FY25,New Customers,In-State,1
C000449,FY25,New Customers,In-State,0
C000450,FY25,New Customers,In-State,0
C000451,FY25,New Customers,In-State,0
C000452,FY25,New Customers,In-State,0
C000453,FY25,New Customers,In-State,0
C000454,FY25,New Customers,In-State,0
C000455,FY25,New Customers,In-State,0
C000456,FY25,New Customers,In-State,1
C000457,FY25,New Customers,In-State,0
C000458,FY25,New Customers,In-State,0
C000459,FY25,New Customers,In-State,0
C000460,FY25,New Customers,In-State,0
C000461,FY25,New Customers,In-State,0
C000462,FY25,New Customers,In-State,1
C000463,FY25,New Customers,In-State,1
C000464,FY25,New Customers,In-State,0
C000465,FY25,New Customers,In-State,0
C000466,FY25,New Customers,In-State,0
C000467,FY25,New Customers,In-State,1
C000468,FY25,New Customers,In-State,0
C000469,FY25,New Customers,In-State,1
C000470,FY25,New Customers,In-State,0
C000471,FY25,New Customers,In-State,0
C000472,FY25,New Customers,In-State,0
C000473,FY25,New Customers,In-State,0
C000474,FY25,New Customers,In-State,1
C000475,FY25,New Customers,In-State,0
C000476,FY25,New Customers,In-State,1
C000477,FY25,New Customers,In-State,0
C000478,FY25,New Customers,In-State,0
C000479,FY25,New Customers,In-State,1
C000480,FY25,New Customers,In-State,1
C000481,FY25,New Customers,In-State,1
C000482,FY25,New Customers,In-State,0
C000483,FY25,New Customers,In-State,1
C000484,FY25,New Customers,In-State,1
C000485,FY25,New Customers,In-State,0
C000486,FY25,New Customers,In-State,1
C000487,FY25,New Customers,In-State,0
C000488,FY25,New Customers,In-State,1
C000489,FY25,New Customers,In-State,0
C000490,FY25,New Customers,In-State,0
C000491,FY25,New Customers,In-State,0
C000492,FY25,New Customers,In-State,0
C000493,FY25,New Customers,In-State,0
C000494,FY25,New Customers,In-State,0
C000495,FY25,New Customers,In-State,0
C000496,FY25,New Customers,In-State,0
C000497,FY25,New Customers,In-State,1
C000498,FY25,New Customers,In-State,0
C000499,FY25,New Customers,In-State,0
C000500,FY25,New Customers,In-State,1
C000501,FY25,New Customers,In-State,0
C000502,FY25,New Customers,In-State,1
C000503,FY25,New Customers,In-State,0
C000504,FY25,New Customers,In-State,0
C000505,FY25,New Customers,In-State,0
C000506,FY25,New Customers,In-State,0
C000507,FY25,New Customers,In-State,0
C000508,FY25,New Customers,In-State,0
C000509,FY25,New Customers,In-State,0
C000510,FY25,New Customers,In-State,0
C000511,FY25,New Customers,In-State,0
C000512,FY25,New Customers,In-State,0
C000513,FY25,New Customers,In-State,0
C000514,FY25,New Customers,In-State,0
C000515,FY25,New Customers,In-State,0
C000516,FY25,New Customers,In-State,0
C000517,FY25,New Customers,In-State,0
C000518,FY25,New Customers,In-State,1
C000519,FY25,New Customers,In-State,1
C000520,FY25,New Customers,In-State,0
C000521,FY25,New Customers,In-State,0
C000522,FY25,New Customers,In-State,1
C000523,FY25,New Customers,In-State,0
C000524,FY25,New Customers,In-State,1
C000525,FY25,New Customers,In-State,0
C000526,FY25,New Customers,In-State,0
C000527,FY25,New Customers,In-State,0
C000528,FY25,New Customers,In-State,0
C000529,FY25,New Customers,In-State,1
C000530,FY25,New Customers,In-State,0
C000531,FY25,New Customers,In-State,1
C000532,FY25,New Customers,In-State,0
C000533,FY25,New Customers,In-State,0
C000534,FY25,New Customers,In-State,0
C000535,FY25,New Customers,In-State,1
C000536,FY25,New Customers,In-State,0
C000537,FY25,New Customers,In-State,0
C000538,FY25,New Customers,In-State,0
C000539,FY25,New Customers,In-State,1
C000540,FY25,New Customers,In-State,1
C000541,FY25,New Customers,In-State,0
C000542,FY25,New Customers,In-State,0
C000543,FY25,New Customers,In-State,0
C000544,FY25,New Customers,In-State,0
C000545,FY25,New Customers,In-State,0
C000546,FY25,New Customers,In-State,0
C000547,FY25,New Customers,In-State,1
C000548,FY25,New Customers,In-State,1
C000549,FY25,New Customers,In-State,0
C000550,FY25,New Customers,In-State,0
C000551,FY25,New Customers,In-State,1
C000552,FY25,New Customers,In-State,0
C000553,FY25,New Customers,In-State,1
C000554,FY25,New Customers,In-State,1
C000555,FY25,New Customers,In-State,0
C000556,FY25,New Customers,In-State,0
C000557,FY25,New Customers,In-State,0
C000558,FY25,New Customers,In-State,0
C000559,FY25,New Customers,In-State,0
C000560,FY25,New Customers,In-State,0
C000561,FY25,New Customers,In-State,0
C000562,FY25,New Customers,In-State,1
C000563,FY25,New Customers,In-State,0
C000564,FY25,New Customers,In-State,1
C000565,FY25,New Customers,In-State,1
C000566,FY25,New Customers,In-State,0
C000567,FY25,New Customers,In-State,1
C000568,FY25,New Customers,In-State,0
C000569,FY25,New Customers,In-State,0
C000570,FY25,New Customers,In-State,0
C000571,FY25,New Customers,In-State,1
C000572,FY25,New Customers,In-State,0
C000573,FY25,New Customers,In-State,1
C000574,FY25,New Customers,In-State,0
C000575,FY25,New Customers,In-State,1
C000576,FY25,New Customers,In-State,1
C000577,FY25,New Customers,In-State,1
C000578,FY25,New Customers,In-State,0
C000579,FY25,New Customers,In-State,1
C000580,FY25,New Customers,In-State,1
C000581,FY25,New Customers,Out-of-State,0
C000582,FY25,New Customers,Out-of-State,1
C000583,FY25,New Customers,Out-of-State,1
C000584,FY25,New Customers,Out-of-State,1
C000585,FY25,New Customers,Out-of-State,1
C000586,FY25,New Customers,Out-of-State,1
C000587,FY25,New Customers,Out-of-State,0
C000588,FY25,New Customers,Out-of-State,0
C000589,FY25,New Customers,Out-of-State,0
C000590,FY25,New Customers,Out-of-State,1
C000591,FY25,New Customers,Out-of-State,0
C000592,FY25,New Customers,Out-of-State,0
C000593,FY25,New Customers,Out-of-State,0
C000594,FY25,New Customers,Out-of-State,0
C000595,FY25,New Customers,Out-of-State,1
C000596,FY25,New Customers,Out-of-State,1
C000597,FY25,New Customers,Out-of-State,0
C000598,FY25,New Customers,Out-of-State,1
C000599,FY25,New Customers,Out-of-State,0
C000600,FY25,New Customers,Out-of-State,1
C000601,FY26,Silent Customers,In-State,1
C000602,FY26,Silent Customers,In-State,0
C000603,FY26,Silent Customers,In-State,0
C000604,FY26,Silent Customers,In-State,0
C000605,FY26,Silent Customers,In-State,0
C000606,FY26,Silent Customers,In-State,0
C000607,FY26,Silent Customers,In-State,0
C000608,FY26,Silent Customers,In-State,0
C000609,FY26,Silent Customers,In-State,0
C000610,FY26,Silent Customers,In-State,0
C000611,FY26,Silent Customers,In-State,0
C000612,FY26,Silent Customers,In-State,0
C000613,FY26,Silent Customers,In-State,0
C000614,FY26,Silent Customers,In-State,0
C000615,FY26,Silent Customers,In-State,0
C000616,FY26,Silent Customers,In-State,0
C000617,FY26,Silent Customers,In-State,0
C000618,FY26,Silent Customers,In-State,0
C000619,FY26,Silent Customers,In-State,1
C000620,FY26,Silent Customers,In-State,0
C000621,FY26,Silent Customers,In-State,0
C000622,FY26,Silent Customers,In-State,0
C000623,FY26,Silent Customers,In-State,0
C000624,FY26,Silent Customers,In-State,0
C000625,FY26,Silent Customers,In-State,0
C000626,FY26,Silent Customers,In-State,1
C000627,FY26,Silent Customers,In-State,0
C000628,FY26,Silent Customers,In-State,1
C000629,FY26,Silent Customers,In-State,0
C000630,FY26,Silent Customers,In-State,1
C000631,FY26,Silent Customers,In-State,0
C000632,FY26,Silent Customers,In-State,0
C000633,FY26,Silent Customers,In-State,0
C000634,FY26,Silent Customers,In-State,0
C000635,FY26,Silent Customers,In-State,0
C000636,FY26,Silent Customers,In-State,0
C000637,FY26,Silent Customers,In-State,0
C000638,FY26,Silent Customers,In-State,1
C000639,FY26,Silent Customers,In-State,1
C000640,FY26,Silent Customers,In-State,1
C000641,FY26,Silent Customers,In-State,0
C000642,FY26,Silent Customers,In-State,0
C000643,FY26,Silent Customers,In-State,0
C000644,FY26,Silent Customers,In-State,0
C000645,FY26,Silent Customers,In-State,0
C000646,FY26,Silent Customers,In-State,0
C000647,FY26,Silent Customers,In-State,0
C000648,FY26,Silent Customers,In-State,0
C000649,FY26,Silent Customers,In-State,0
C000650,FY26,Silent Customers,In-State,0
C000651,FY26,Silent Customers,In-State,0
C000652,FY26,Silent Customers,In-State,0
C000653,FY26,Silent Customers,In-State,0
C000654,FY26,Silent Customers,In-State,0
C000655,FY26,Silent Customers,In-State,1
C000656,FY26,Silent Customers,In-State,1
C000657,FY26,Silent Customers,In-State,0
C000658,FY26,Silent Customers,In-State,0
C000659,FY26,Silent Customers,In-State,0
C000660,FY26,Silent Customers,In-State,0
C000661,FY26,Silent Customers,In-State,0
C000662,FY26,Silent Customers,In-State,0
C000663,FY26,Silent Customers,In-State,0
C000664,FY26,Silent Customers,In-State,0
C000665,FY26,Silent Customers,In-State,0
C000666,FY26,Silent Customers,In-State,0
C000667,FY26,Silent Customers,In-State,0
C000668,FY26,Silent Customers,In-State,0
C000669,FY26,Silent Customers,In-State,1
C000670,FY26,Silent Customers,In-State,1
